Range,Duration,Target,Raised,Category
20000-8,60,45000,27500,0
20000-8,60,45000,28000,0
20000-8,60,45000,28500,0
20000-8,60,45000,29000,0
20000-8,60,45000,29500,0
20000-8,60,45000,30000,0
20000-8,60,45000,30500,0
20000-8,60,45000,31000,0
20000-8,60,45000,31500,0
20000-8,60,45000,32000,0
20000-8,60,45000,32500,0
20000-8,60,45000,33000,0
20000-8,60,45000,33500,0
20000-8,60,45000,34000,0
20000-8,60,45000,34500,0
20000-8,60,45000,35000,0
20000-8,60,45000,35500,0
20000-8,60,45000,36000,0
20000-8,60,45000,36500,0
20000-8,60,45000,36900,1
20000-8,60,45000,37900,1
20000-8,60,45000,38900,1
20000-8,60,45000,39900,1
20000-8,60,45000,40900,1
20000-8,60,45000,41900,1
20000-8,60,45000,42900,1
20000-8,60,45000,43900,1
20000-8,60,45000,44900,1
20000-8,60,45500,0,0
20000-8,60,45500,500,0
20000-8,60,45500,1000,0
20000-8,60,45500,1500,0
20000-8,60,45500,2000,0
20000-8,60,45500,2500,0
20000-8,60,45500,3000,0
20000-8,60,45500,3500,0
20000-8,60,45500,4000,0
20000-8,60,45500,4500,0
20000-8,60,45500,5000,0
20000-8,60,45500,5500,0
20000-8,60,45500,6000,0
20000-8,60,45500,6500,0
20000-8,60,45500,7000,0
20000-8,60,45500,7500,0
20000-8,60,45500,8000,0
20000-8,60,45500,8500,0
20000-8,60,45500,9000,0
20000-8,60,45500,9500,0
20000-8,60,45500,10000,0
20000-8,60,45500,10500,0
20000-8,60,45500,11000,0
20000-8,60,45500,11500,0
20000-8,60,45500,12000,0
20000-8,60,45500,12500,0
20000-8,60,45500,13000,0
20000-8,60,45500,13500,0
20000-8,60,45500,14000,0
20000-8,60,45500,14500,0
20000-8,60,45500,15000,0
20000-8,60,45500,15500,0
20000-8,60,45500,16000,0
20000-8,60,45500,16500,0
20000-8,60,45500,17000,0
20000-8,60,45500,17500,0
20000-8,60,45500,18000,0
20000-8,60,45500,18500,0
20000-8,60,45500,19000,0
20000-8,60,45500,19500,0
20000-8,60,45500,20000,0
20000-8,60,45500,20500,0
20000-8,60,45500,21000,0
20000-8,60,45500,21500,0
20000-8,60,45500,22000,0
20000-8,60,45500,22500,0
20000-8,60,45500,23000,0
20000-8,60,45500,23500,0
20000-8,60,45500,24000,0
20000-8,60,45500,24500,0
20000-8,60,45500,25000,0
20000-8,60,45500,25500,0
20000-8,60,45500,26000,0
20000-8,60,45500,26500,0
20000-8,60,45500,27000,0
20000-8,60,45500,27500,0
20000-8,60,45500,28000,0
20000-8,60,45500,28500,0
20000-8,60,45500,29000,0
20000-8,60,45500,29500,0
20000-8,60,45500,30000,0
20000-8,60,45500,30500,0
20000-8,60,45500,31000,0
20000-8,60,45500,31500,0
20000-8,60,45500,32000,0
20000-8,60,45500,32500,0
20000-8,60,45500,33000,0
20000-8,60,45500,33500,0
20000-8,60,45500,34000,0
20000-8,60,45500,34500,0
20000-8,60,45500,35000,0
20000-8,60,45500,35500,0
20000-8,60,45500,36000,0
20000-8,60,45500,36500,0
20000-8,60,45500,37000,0
20000-8,60,45500,37310,1
20000-8,60,45500,38310,1
20000-8,60,45500,39310,1
20000-8,60,45500,40310,1
20000-8,60,45500,41310,1
20000-8,60,45500,42310,1
20000-8,60,45500,43310,1
20000-8,60,45500,44310,1
20000-8,60,45500,45310,1
20000-8,60,46000,0,0
20000-8,60,46000,500,0
20000-8,60,46000,1000,0
20000-8,60,46000,1500,0
20000-8,60,46000,2000,0
20000-8,60,46000,2500,0
20000-8,60,46000,3000,0
20000-8,60,46000,3500,0
20000-8,60,46000,4000,0
20000-8,60,46000,4500,0
20000-8,60,46000,5000,0
20000-8,60,46000,5500,0
20000-8,60,46000,6000,0
20000-8,60,46000,6500,0
20000-8,60,46000,7000,0
20000-8,60,46000,7500,0
20000-8,60,46000,8000,0
20000-8,60,46000,8500,0
20000-8,60,46000,9000,0
20000-8,60,46000,9500,0
20000-8,60,46000,10000,0
20000-8,60,46000,10500,0
20000-8,60,46000,11000,0
20000-8,60,46000,11500,0
20000-8,60,46000,12000,0
20000-8,60,46000,12500,0
20000-8,60,46000,13000,0
20000-8,60,46000,13500,0
20000-8,60,46000,14000,0
20000-8,60,46000,14500,0
20000-8,60,46000,15000,0
20000-8,60,46000,15500,0
20000-8,60,46000,16000,0
20000-8,60,46000,16500,0
20000-8,60,46000,17000,0
20000-8,60,46000,17500,0
20000-8,60,46000,18000,0
20000-8,60,46000,18500,0
20000-8,60,46000,19000,0
20000-8,60,46000,19500,0
20000-8,60,46000,20000,0
20000-8,60,46000,20500,0
20000-8,60,46000,21000,0
20000-8,60,46000,21500,0
20000-8,60,46000,22000,0
20000-8,60,46000,22500,0
20000-8,60,46000,23000,0
20000-8,60,46000,23500,0
20000-8,60,46000,24000,0
20000-8,60,46000,24500,0
20000-8,60,46000,25000,0
20000-8,60,46000,25500,0
20000-8,60,46000,26000,0
20000-8,60,46000,26500,0
20000-8,60,46000,27000,0
20000-8,60,46000,27500,0
20000-8,60,46000,28000,0
20000-8,60,46000,28500,0
20000-8,60,46000,29000,0
20000-8,60,46000,29500,0
20000-8,60,46000,30000,0
20000-8,60,46000,30500,0
20000-8,60,46000,31000,0
20000-8,60,46000,31500,0
20000-8,60,46000,32000,0
20000-8,60,46000,32500,0
20000-8,60,46000,33000,0
20000-8,60,46000,33500,0
20000-8,60,46000,34000,0
20000-8,60,46000,34500,0
20000-8,60,46000,35000,0
20000-8,60,46000,35500,0
20000-8,60,46000,36000,0
20000-8,60,46000,36500,0
20000-8,60,46000,37000,0
20000-8,60,46000,37500,0
20000-8,60,46000,37720,1
20000-8,60,46000,38720,1
20000-8,60,46000,39720,1
20000-8,60,46000,40720,1
20000-8,60,46000,41720,1
20000-8,60,46000,42720,1
20000-8,60,46000,43720,1
20000-8,60,46000,44720,1
20000-8,60,46000,45720,1
20000-8,60,46500,0,0
20000-8,60,46500,500,0
20000-8,60,46500,1000,0
20000-8,60,46500,1500,0
20000-8,60,46500,2000,0
20000-8,60,46500,2500,0
20000-8,60,46500,3000,0
20000-8,60,46500,3500,0
20000-8,60,46500,4000,0
20000-8,60,46500,4500,0
20000-8,60,46500,5000,0
20000-8,60,46500,5500,0
20000-8,60,46500,6000,0
20000-8,60,46500,6500,0
20000-8,60,46500,7000,0
20000-8,60,46500,7500,0
20000-8,60,46500,8000,0
20000-8,60,46500,8500,0
20000-8,60,46500,9000,0
20000-8,60,46500,9500,0
20000-8,60,46500,10000,0
20000-8,60,46500,10500,0
20000-8,60,46500,11000,0
20000-8,60,46500,11500,0
20000-8,60,46500,12000,0
20000-8,60,46500,12500,0
20000-8,60,46500,13000,0
20000-8,60,46500,13500,0
20000-8,60,46500,14000,0
20000-8,60,46500,14500,0
20000-8,60,46500,15000,0
20000-8,60,46500,15500,0
20000-8,60,46500,16000,0
20000-8,60,46500,16500,0
20000-8,60,46500,17000,0
20000-8,60,46500,17500,0
20000-8,60,46500,18000,0
20000-8,60,46500,18500,0
20000-8,60,46500,19000,0
20000-8,60,46500,19500,0
20000-8,60,46500,20000,0
20000-8,60,46500,20500,0
20000-8,60,46500,21000,0
20000-8,60,46500,21500,0
20000-8,60,46500,22000,0
20000-8,60,46500,22500,0
20000-8,60,46500,23000,0
20000-8,60,46500,23500,0
20000-8,60,46500,24000,0
20000-8,60,46500,24500,0
20000-8,60,46500,25000,0
20000-8,60,46500,25500,0
20000-8,60,46500,26000,0
20000-8,60,46500,26500,0
20000-8,60,46500,27000,0
20000-8,60,46500,27500,0
20000-8,60,46500,28000,0
20000-8,60,46500,28500,0
20000-8,60,46500,29000,0
20000-8,60,46500,29500,0
20000-8,60,46500,30000,0
20000-8,60,46500,30500,0
20000-8,60,46500,31000,0
20000-8,60,46500,31500,0
20000-8,60,46500,32000,0
20000-8,60,46500,32500,0
20000-8,60,46500,33000,0
20000-8,60,46500,33500,0
20000-8,60,46500,34000,0
20000-8,60,46500,34500,0
20000-8,60,46500,35000,0
20000-8,60,46500,35500,0
20000-8,60,46500,36000,0
20000-8,60,46500,36500,0
20000-8,60,46500,37000,0
20000-8,60,46500,37500,0
20000-8,60,46500,38000,0
20000-8,60,46500,38130,1
20000-8,60,46500,39130,1
20000-8,60,46500,40130,1
20000-8,60,46500,41130,1
20000-8,60,46500,42130,1
20000-8,60,46500,43130,1
20000-8,60,46500,44130,1
20000-8,60,46500,45130,1
20000-8,60,46500,46130,1
20000-8,60,47000,0,0
20000-8,60,47000,500,0
20000-8,60,47000,1000,0
20000-8,60,47000,1500,0
20000-8,60,47000,2000,0
20000-8,60,47000,2500,0
20000-8,60,47000,3000,0
20000-8,60,47000,3500,0
20000-8,60,47000,4000,0
20000-8,60,47000,4500,0
20000-8,60,47000,5000,0
20000-8,60,47000,5500,0
20000-8,60,47000,6000,0
20000-8,60,47000,6500,0
20000-8,60,47000,7000,0
20000-8,60,47000,7500,0
20000-8,60,47000,8000,0
20000-8,60,47000,8500,0
20000-8,60,47000,9000,0
20000-8,60,47000,9500,0
20000-8,60,47000,10000,0
20000-8,60,47000,10500,0
20000-8,60,47000,11000,0
20000-8,60,47000,11500,0
20000-8,60,47000,12000,0
20000-8,60,47000,12500,0
20000-8,60,47000,13000,0
20000-8,60,47000,13500,0
20000-8,60,47000,14000,0
20000-8,60,47000,14500,0
20000-8,60,47000,15000,0
20000-8,60,47000,15500,0
20000-8,60,47000,16000,0
20000-8,60,47000,16500,0
20000-8,60,47000,17000,0
20000-8,60,47000,17500,0
20000-8,60,47000,18000,0
20000-8,60,47000,18500,0
20000-8,60,47000,19000,0
20000-8,60,47000,19500,0
20000-8,60,47000,20000,0
20000-8,60,47000,20500,0
20000-8,60,47000,21000,0
20000-8,60,47000,21500,0
20000-8,60,47000,22000,0
20000-8,60,47000,22500,0
20000-8,60,47000,23000,0
20000-8,60,47000,23500,0
20000-8,60,47000,24000,0
20000-8,60,47000,24500,0
20000-8,60,47000,25000,0
20000-8,60,47000,25500,0
20000-8,60,47000,26000,0
20000-8,60,47000,26500,0
20000-8,60,47000,27000,0
20000-8,60,47000,27500,0
20000-8,60,47000,28000,0
20000-8,60,47000,28500,0
20000-8,60,47000,29000,0
20000-8,60,47000,29500,0
20000-8,60,47000,30000,0
20000-8,60,47000,30500,0
20000-8,60,47000,31000,0
20000-8,60,47000,31500,0
20000-8,60,47000,32000,0
20000-8,60,47000,32500,0
20000-8,60,47000,33000,0
20000-8,60,47000,33500,0
20000-8,60,47000,34000,0
20000-8,60,47000,34500,0
20000-8,60,47000,35000,0
20000-8,60,47000,35500,0
20000-8,60,47000,36000,0
20000-8,60,47000,36500,0
20000-8,60,47000,37000,0
20000-8,60,47000,37500,0
20000-8,60,47000,38000,0
20000-8,60,47000,38500,0
20000-8,60,47000,38540,1
20000-8,60,47000,39540,1
20000-8,60,47000,40540,1
20000-8,60,47000,41540,1
20000-8,60,47000,42540,1
20000-8,60,47000,43540,1
20000-8,60,47000,44540,1
20000-8,60,47000,45540,1
20000-8,60,47000,46540,1
20000-8,60,47500,0,0
20000-8,60,47500,500,0
20000-8,60,47500,1000,0
20000-8,60,47500,1500,0
20000-8,60,47500,2000,0
20000-8,60,47500,2500,0
20000-8,60,47500,3000,0
20000-8,60,47500,3500,0
20000-8,60,47500,4000,0
20000-8,60,47500,4500,0
20000-8,60,47500,5000,0
20000-8,60,47500,5500,0
20000-8,60,47500,6000,0
20000-8,60,47500,6500,0
20000-8,60,47500,7000,0
20000-8,60,47500,7500,0
20000-8,60,47500,8000,0
20000-8,60,47500,8500,0
20000-8,60,47500,9000,0
20000-8,60,47500,9500,0
20000-8,60,47500,10000,0
20000-8,60,47500,10500,0
20000-8,60,47500,11000,0
20000-8,60,47500,11500,0
20000-8,60,47500,12000,0
20000-8,60,47500,12500,0
20000-8,60,47500,13000,0
20000-8,60,47500,13500,0
20000-8,60,47500,14000,0
20000-8,60,47500,14500,0
20000-8,60,47500,15000,0
20000-8,60,47500,15500,0
20000-8,60,47500,16000,0
20000-8,60,47500,16500,0
20000-8,60,47500,17000,0
20000-8,60,47500,17500,0
20000-8,60,47500,18000,0
20000-8,60,47500,18500,0
20000-8,60,47500,19000,0
20000-8,60,47500,19500,0
20000-8,60,47500,20000,0
20000-8,60,47500,20500,0
20000-8,60,47500,21000,0
20000-8,60,47500,21500,0
20000-8,60,47500,22000,0
20000-8,60,47500,22500,0
20000-8,60,47500,23000,0
20000-8,60,47500,23500,0
20000-8,60,47500,24000,0
20000-8,60,47500,24500,0
20000-8,60,47500,25000,0
20000-8,60,47500,25500,0
20000-8,60,47500,26000,0
20000-8,60,47500,26500,0
20000-8,60,47500,27000,0
20000-8,60,47500,27500,0
20000-8,60,47500,28000,0
20000-8,60,47500,28500,0
20000-8,60,47500,29000,0
20000-8,60,47500,29500,0
20000-8,60,47500,30000,0
20000-8,60,47500,30500,0
20000-8,60,47500,31000,0
20000-8,60,47500,31500,0
20000-8,60,47500,32000,0
20000-8,60,47500,32500,0
20000-8,60,47500,33000,0
20000-8,60,47500,33500,0
20000-8,60,47500,34000,0
20000-8,60,47500,34500,0
20000-8,60,47500,35000,0
20000-8,60,47500,35500,0
20000-8,60,47500,36000,0
20000-8,60,47500,36500,0
20000-8,60,47500,37000,0
20000-8,60,47500,37500,0
20000-8,60,47500,38000,0
20000-8,60,47500,38500,0
20000-8,60,47500,38950,1
20000-8,60,47500,39950,1
20000-8,60,47500,40950,1
20000-8,60,47500,41950,1
20000-8,60,47500,42950,1
20000-8,60,47500,43950,1
20000-8,60,47500,44950,1
20000-8,60,47500,45950,1
20000-8,60,47500,46950,1
20000-8,60,48000,0,0
20000-8,60,48000,500,0
20000-8,60,48000,1000,0
20000-8,60,48000,1500,0
20000-8,60,48000,2000,0
20000-8,60,48000,2500,0
20000-8,60,48000,3000,0
20000-8,60,48000,3500,0
20000-8,60,48000,4000,0
20000-8,60,48000,4500,0
20000-8,60,48000,5000,0
20000-8,60,48000,5500,0
20000-8,60,48000,6000,0
20000-8,60,48000,6500,0
20000-8,60,48000,7000,0
20000-8,60,48000,7500,0
20000-8,60,48000,8000,0
20000-8,60,48000,8500,0
20000-8,60,48000,9000,0
20000-8,60,48000,9500,0
20000-8,60,48000,10000,0
20000-8,60,48000,10500,0
20000-8,60,48000,11000,0
20000-8,60,48000,11500,0
20000-8,60,48000,12000,0
20000-8,60,48000,12500,0
20000-8,60,48000,13000,0
20000-8,60,48000,13500,0
20000-8,60,48000,14000,0
20000-8,60,48000,14500,0
20000-8,60,48000,15000,0
20000-8,60,48000,15500,0
20000-8,60,48000,16000,0
20000-8,60,48000,16500,0
20000-8,60,48000,17000,0
20000-8,60,48000,17500,0
20000-8,60,48000,18000,0
20000-8,60,48000,18500,0
20000-8,60,48000,19000,0
20000-8,60,48000,19500,0
20000-8,60,48000,20000,0
20000-8,60,48000,20500,0
20000-8,60,48000,21000,0
20000-8,60,48000,21500,0
20000-8,60,48000,22000,0
20000-8,60,48000,22500,0
20000-8,60,48000,23000,0
20000-8,60,48000,23500,0
20000-8,60,48000,24000,0
20000-8,60,48000,24500,0
20000-8,60,48000,25000,0
20000-8,60,48000,25500,0
20000-8,60,48000,26000,0
20000-8,60,48000,26500,0
20000-8,60,48000,27000,0
20000-8,60,48000,27500,0
20000-8,60,48000,28000,0
20000-8,60,48000,28500,0
20000-8,60,48000,29000,0
20000-8,60,48000,29500,0
20000-8,60,48000,30000,0
20000-8,60,48000,30500,0
20000-8,60,48000,31000,0
20000-8,60,48000,31500,0
20000-8,60,48000,32000,0
20000-8,60,48000,32500,0
20000-8,60,48000,33000,0
20000-8,60,48000,33500,0
20000-8,60,48000,34000,0
20000-8,60,48000,34500,0
20000-8,60,48000,35000,0
20000-8,60,48000,35500,0
20000-8,60,48000,36000,0
20000-8,60,48000,36500,0
20000-8,60,48000,37000,0
20000-8,60,48000,37500,0
20000-8,60,48000,38000,0
20000-8,60,48000,38500,0
20000-8,60,48000,39000,0
20000-8,60,48000,39360,1
20000-8,60,48000,40360,1
20000-8,60,48000,41360,1
20000-8,60,48000,42360,1
20000-8,60,48000,43360,1
20000-8,60,48000,44360,1
20000-8,60,48000,45360,1
20000-8,60,48000,46360,1
20000-8,60,48000,47360,1
20000-8,60,48500,0,0
20000-8,60,48500,500,0
20000-8,60,48500,1000,0
20000-8,60,48500,1500,0
20000-8,60,48500,2000,0
20000-8,60,48500,2500,0
20000-8,60,48500,3000,0
20000-8,60,48500,3500,0
20000-8,60,48500,4000,0
20000-8,60,48500,4500,0
20000-8,60,48500,5000,0
20000-8,60,48500,5500,0
20000-8,60,48500,6000,0
20000-8,60,48500,6500,0
20000-8,60,48500,7000,0
20000-8,60,48500,7500,0
20000-8,60,48500,8000,0
20000-8,60,48500,8500,0
20000-8,60,48500,9000,0
20000-8,60,48500,9500,0
20000-8,60,48500,10000,0
20000-8,60,48500,10500,0
20000-8,60,48500,11000,0
20000-8,60,48500,11500,0
20000-8,60,48500,12000,0
20000-8,60,48500,12500,0
20000-8,60,48500,13000,0
20000-8,60,48500,13500,0
20000-8,60,48500,14000,0
20000-8,60,48500,14500,0
20000-8,60,48500,15000,0
20000-8,60,48500,15500,0
20000-8,60,48500,16000,0
20000-8,60,48500,16500,0
20000-8,60,48500,17000,0
20000-8,60,48500,17500,0
20000-8,60,48500,18000,0
20000-8,60,48500,18500,0
20000-8,60,48500,19000,0
20000-8,60,48500,19500,0
20000-8,60,48500,20000,0
20000-8,60,48500,20500,0
20000-8,60,48500,21000,0
20000-8,60,48500,21500,0
20000-8,60,48500,22000,0
20000-8,60,48500,22500,0
20000-8,60,48500,23000,0
20000-8,60,48500,23500,0
20000-8,60,48500,24000,0
20000-8,60,48500,24500,0
20000-8,60,48500,25000,0
20000-8,60,48500,25500,0
20000-8,60,48500,26000,0
20000-8,60,48500,26500,0
20000-8,60,48500,27000,0
20000-8,60,48500,27500,0
20000-8,60,48500,28000,0
20000-8,60,48500,28500,0
20000-8,60,48500,29000,0
20000-8,60,48500,29500,0
20000-8,60,48500,30000,0
20000-8,60,48500,30500,0
20000-8,60,48500,31000,0
20000-8,60,48500,31500,0
20000-8,60,48500,32000,0
20000-8,60,48500,32500,0
20000-8,60,48500,33000,0
20000-8,60,48500,33500,0
20000-8,60,48500,34000,0
20000-8,60,48500,34500,0
20000-8,60,48500,35000,0
20000-8,60,48500,35500,0
20000-8,60,48500,36000,0
20000-8,60,48500,36500,0
20000-8,60,48500,37000,0
20000-8,60,48500,37500,0
20000-8,60,48500,38000,0
20000-8,60,48500,38500,0
20000-8,60,48500,39000,0
20000-8,60,48500,39500,0
20000-8,60,48500,39770,1
20000-8,60,48500,40770,1
20000-8,60,48500,41770,1
20000-8,60,48500,42770,1
20000-8,60,48500,43770,1
20000-8,60,48500,44770,1
20000-8,60,48500,45770,1
20000-8,60,48500,46770,1
20000-8,60,48500,47770,1
20000-8,60,49000,0,0
20000-8,60,49000,500,0
20000-8,60,49000,1000,0
20000-8,60,49000,1500,0
20000-8,60,49000,2000,0
20000-8,60,49000,2500,0
20000-8,60,49000,3000,0
20000-8,60,49000,3500,0
20000-8,60,49000,4000,0
20000-8,60,49000,4500,0
20000-8,60,49000,5000,0
20000-8,60,49000,5500,0
20000-8,60,49000,6000,0
20000-8,60,49000,6500,0
20000-8,60,49000,7000,0
20000-8,60,49000,7500,0
20000-8,60,49000,8000,0
20000-8,60,49000,8500,0
20000-8,60,49000,9000,0
20000-8,60,49000,9500,0
20000-8,60,49000,10000,0
20000-8,60,49000,10500,0
20000-8,60,49000,11000,0
20000-8,60,49000,11500,0
20000-8,60,49000,12000,0
20000-8,60,49000,12500,0
20000-8,60,49000,13000,0
20000-8,60,49000,13500,0
20000-8,60,49000,14000,0
20000-8,60,49000,14500,0
20000-8,60,49000,15000,0
20000-8,60,49000,15500,0
20000-8,60,49000,16000,0
20000-8,60,49000,16500,0
20000-8,60,49000,17000,0
20000-8,60,49000,17500,0
20000-8,60,49000,18000,0
20000-8,60,49000,18500,0
20000-8,60,49000,19000,0
20000-8,60,49000,19500,0
20000-8,60,49000,20000,0
20000-8,60,49000,20500,0
20000-8,60,49000,21000,0
20000-8,60,49000,21500,0
20000-8,60,49000,22000,0
20000-8,60,49000,22500,0
20000-8,60,49000,23000,0
20000-8,60,49000,23500,0
20000-8,60,49000,24000,0
20000-8,60,49000,24500,0
20000-8,60,49000,25000,0
20000-8,60,49000,25500,0
20000-8,60,49000,26000,0
20000-8,60,49000,26500,0
20000-8,60,49000,27000,0
20000-8,60,49000,27500,0
20000-8,60,49000,28000,0
20000-8,60,49000,28500,0
20000-8,60,49000,29000,0
20000-8,60,49000,29500,0
20000-8,60,49000,30000,0
20000-8,60,49000,30500,0
20000-8,60,49000,31000,0
20000-8,60,49000,31500,0
20000-8,60,49000,32000,0
20000-8,60,49000,32500,0
20000-8,60,49000,33000,0
20000-8,60,49000,33500,0
20000-8,60,49000,34000,0
20000-8,60,49000,34500,0
20000-8,60,49000,35000,0
20000-8,60,49000,35500,0
20000-8,60,49000,36000,0
20000-8,60,49000,36500,0
20000-8,60,49000,37000,0
20000-8,60,49000,37500,0
20000-8,60,49000,38000,0
20000-8,60,49000,38500,0
20000-8,60,49000,39000,0
20000-8,60,49000,39500,0
20000-8,60,49000,40000,0
20000-8,60,49000,40180,1
20000-8,60,49000,41180,1
20000-8,60,49000,42180,1
20000-8,60,49000,43180,1
20000-8,60,49000,44180,1
20000-8,60,49000,45180,1
20000-8,60,49000,46180,1
20000-8,60,49000,47180,1
20000-8,60,49000,48180,1
20000-8,60,49500,0,0
20000-8,60,49500,500,0
20000-8,60,49500,1000,0
20000-8,60,49500,1500,0
20000-8,60,49500,2000,0
20000-8,60,49500,2500,0
20000-8,60,49500,3000,0
20000-8,60,49500,3500,0
20000-8,60,49500,4000,0
20000-8,60,49500,4500,0
20000-8,60,49500,5000,0
20000-8,60,49500,5500,0
20000-8,60,49500,6000,0
20000-8,60,49500,6500,0
20000-8,60,49500,7000,0
20000-8,60,49500,7500,0
20000-8,60,49500,8000,0
20000-8,60,49500,8500,0
20000-8,60,49500,9000,0
20000-8,60,49500,9500,0
20000-8,60,49500,10000,0
20000-8,60,49500,10500,0
20000-8,60,49500,11000,0
20000-8,60,49500,11500,0
20000-8,60,49500,12000,0
20000-8,60,49500,12500,0
20000-8,60,49500,13000,0
20000-8,60,49500,13500,0
20000-8,60,49500,14000,0
20000-8,60,49500,14500,0
20000-8,60,49500,15000,0
20000-8,60,49500,15500,0
20000-8,60,49500,16000,0
20000-8,60,49500,16500,0
20000-8,60,49500,17000,0
20000-8,60,49500,17500,0
20000-8,60,49500,18000,0
20000-8,60,49500,18500,0
20000-8,60,49500,19000,0
20000-8,60,49500,19500,0
20000-8,60,49500,20000,0
20000-8,60,49500,20500,0
20000-8,60,49500,21000,0
20000-8,60,49500,21500,0
20000-8,60,49500,22000,0
20000-8,60,49500,22500,0
20000-8,60,49500,23000,0
20000-8,60,49500,23500,0
20000-8,60,49500,24000,0
20000-8,60,49500,24500,0
20000-8,60,49500,25000,0
20000-8,60,49500,25500,0
20000-8,60,49500,26000,0
20000-8,60,49500,26500,0
20000-8,60,49500,27000,0
20000-8,60,49500,27500,0
20000-8,60,49500,28000,0
20000-8,60,49500,28500,0
20000-8,60,49500,29000,0
20000-8,60,49500,29500,0
20000-8,60,49500,30000,0
20000-8,60,49500,30500,0
20000-8,60,49500,31000,0
20000-8,60,49500,31500,0
20000-8,60,49500,32000,0
20000-8,60,49500,32500,0
20000-8,60,49500,33000,0
20000-8,60,49500,33500,0
20000-8,60,49500,34000,0
20000-8,60,49500,34500,0
20000-8,60,49500,35000,0
20000-8,60,49500,35500,0
20000-8,60,49500,36000,0
20000-8,60,49500,36500,0
20000-8,60,49500,37000,0
20000-8,60,49500,37500,0
20000-8,60,49500,38000,0
20000-8,60,49500,38500,0
20000-8,60,49500,39000,0
20000-8,60,49500,39500,0
20000-8,60,49500,40000,0
20000-8,60,49500,40500,0
20000-8,60,49500,40590,1
20000-8,60,49500,41590,1
20000-8,60,49500,42590,1
20000-8,60,49500,43590,1
20000-8,60,49500,44590,1
20000-8,60,49500,45590,1
20000-8,60,49500,46590,1
20000-8,60,49500,47590,1
20000-8,60,49500,48590,1
20000-8,60,50000,0,0
20000-8,60,50000,500,0
20000-8,60,50000,1000,0
20000-8,60,50000,1500,0
20000-8,60,50000,2000,0
20000-8,60,50000,2500,0
20000-8,60,50000,3000,0
20000-8,60,50000,3500,0
20000-8,60,50000,4000,0
20000-8,60,50000,4500,0
20000-8,60,50000,5000,0
20000-8,60,50000,5500,0
20000-8,60,50000,6000,0
20000-8,60,50000,6500,0
20000-8,60,50000,7000,0
20000-8,60,50000,7500,0
20000-8,60,50000,8000,0
20000-8,60,50000,8500,0
20000-8,60,50000,9000,0
20000-8,60,50000,9500,0
20000-8,60,50000,10000,0
20000-8,60,50000,10500,0
20000-8,60,50000,11000,0
20000-8,60,50000,11500,0
20000-8,60,50000,12000,0
20000-8,60,50000,12500,0
20000-8,60,50000,13000,0
20000-8,60,50000,13500,0
20000-8,60,50000,14000,0
20000-8,60,50000,14500,0
20000-8,60,50000,15000,0
20000-8,60,50000,15500,0
20000-8,60,50000,16000,0
20000-8,60,50000,16500,0
20000-8,60,50000,17000,0
20000-8,60,50000,17500,0
20000-8,60,50000,18000,0
20000-8,60,50000,18500,0
20000-8,60,50000,19000,0
20000-8,60,50000,19500,0
20000-8,60,50000,20000,0
20000-8,60,50000,20500,0
20000-8,60,50000,21000,0
20000-8,60,50000,21500,0
20000-8,60,50000,22000,0
20000-8,60,50000,22500,0
20000-8,60,50000,23000,0
20000-8,60,50000,23500,0
20000-8,60,50000,24000,0
20000-8,60,50000,24500,0
20000-8,60,50000,25000,0
20000-8,60,50000,25500,0
20000-8,60,50000,26000,0
20000-8,60,50000,26500,0
20000-8,60,50000,27000,0
20000-8,60,50000,27500,0
20000-8,60,50000,28000,0
20000-8,60,50000,28500,0
20000-8,60,50000,29000,0
20000-8,60,50000,29500,0
20000-8,60,50000,30000,0
20000-8,60,50000,30500,0
20000-8,60,50000,31000,0
20000-8,60,50000,31500,0
20000-8,60,50000,32000,0
20000-8,60,50000,32500,0
20000-8,60,50000,33000,0
20000-8,60,50000,33500,0
20000-8,60,50000,34000,0
20000-8,60,50000,34500,0
20000-8,60,50000,35000,0
20000-8,60,50000,35500,0
20000-8,60,50000,36000,0
20000-8,60,50000,36500,0
